Last Name,First Name,Title,Institution,Advisor 1,Advisor 2,Advisor 3,Advisor 4,Subject,SubjectReconciled,Year,Failed
Bethke,Jennifer,"From Futurism to Neoclassicism: Temporality in Italian Modernism, 1916–1925",UC Berkeley,T.J. Clark,,,,Twentieth-Century Art,Twentieth Century,2005,No
Brown,Mikell,The Photographer's Wife: Emmet Gowin's Photographs of Edith,Virginia Commonwealth,R. Hobbs,,,,Twentieth-Century Art,Twentieth Century,2005,No
Budzinski,Scott,Narcissistic Moments in German Art,Stony Brook,D. Kuspit,,,,Twentieth-Century Art,Twentieth Century,2005,No
Carlino,Justin,Perceptions of Native American Art: American Sculpture and Earthworks,Rutgers,J. Marter,,,,Twentieth-Century Art,Twentieth Century,2005,No
Casey,Kathryn,Color and Alienation: Matisse's Theory of Art,Bryn Mawr,S. Levine,,,,Twentieth-Century Art,Twentieth Century,2005,No
Colaizzi,Vittorio,"Robert Ryman, Painting as Actuality: 1953–1969",Virginia Commonwealth,R. Hobbs,,,,Twentieth-Century Art,Twentieth Century,2005,No
Cushwa,Anne,Untitled (A Dissertation for Felix Gonzalez-Torres),Iowa,C. Adcock,,,,Twentieth-Century Art,Twentieth Century,2005,No
Davis,Caitlin S.,Lee Miller: Photographer of War,Rutgers,J. Marter,,,,Twentieth-Century Art,Twentieth Century,2005,No
Deeb,Elyse,The Architecture of Reception: Sculpture and Gender in the 1950s and 1960s,Brown,H. Vanel,,,,Twentieth-Century Art,Twentieth Century,2005,No
De Fay,Christopher,"Art, Enterprise, and Collaboration: Richard Serra, Robert Irwin, James Turrell, and Claes Oldenburg at the Art and Technology Program of the Los Angeles County Museum of Art, 1967–1971",Michigan,A. Potts,,,,Twentieth-Century Art,Twentieth Century,2005,No
Donnelly,Brian T.,Graphic Design in Canada since 1945,Queen's,L. Jessup,,,,Twentieth-Century Art,Twentieth Century,2005,No
Dumbadze,Alexander Blair,How Images Became Texts in Contemporary American Art,UT Austin,R. Shiff,,,,Twentieth-Century Art,Twentieth Century,2005,No
Ellsworth,Kirstin,Icons on the American Landscape in the 1960s: Mapping the Culture of Car and Road,Indiana,J. Kennedy,,,,Twentieth-Century Art,Twentieth Century,2005,No
Fedders,Kristen,Pop Art at the 1964–1965 New York World's Fair,Pennsylvania,C. Poggi,,,,Twentieth-Century Art,Twentieth Century,2005,No
Geiger,Melissa,"Robert Rauschenberg's Oracle, Soundings, and Carnal Clocks: A Socio-Historical Critique",Penn State,J. Porter,,,,Twentieth-Century Art,Twentieth Century,2005,No
Gilman,Amy,Organizing Art: Information Theory and Conceptual Art—A Case Study of the Xeroxbook Exhibition,Case Western Reserve,E. Landau,,,,Twentieth-Century Art,Twentieth Century,2005,No
Godbey,Emily,Rubbernecking and the Business of Disaster,Chicago,J. Snyder,T. Gunning,B. Brown,,Twentieth-Century Art,Twentieth Century,2005,No
Grigor,Talinn,"Cultivat(ing) Modernities: The Society for National Heritage, Political Propaganda, and Public Architecture in Twentieth-Century Iran",MIT,S. Anderson,A. Dutta,,,Twentieth-Century Art,Twentieth Century,2005,No
Hage,Emily,"New York and European Dada Art Journals, 1916–1926: International Venues of Exchange",Pennsylvania,C. Poggi,,,,Twentieth-Century Art,Twentieth Century,2005,No
Hamilton,Jaimey,"Strategies of Excess: The Postwar Assemblages of Alberto Burri, Robert Rauschenberg, and Arman",Boston,C. Jones,,,,Twentieth-Century Art,Twentieth Century,2005,No
Han,Jin,Modernization and Nationalism: The Rise of Social Realism in South Korea (1980–1988),CUNY,H. Senie,,,,Twentieth-Century Art,Twentieth Century,2005,No
Hart,David,Memory and the Installation Art of María Magdalena Campos-Pons,UNC Chapel Hill,M. Harris,,,,Twentieth-Century Art,Twentieth Century,2005,No
Higginbotham,Carmenita D.,Saturday Night at the Savoy: Blackness and the Urban Spectacle in the Art of Reginald Marsh,Michigan,R. Zurier,,,,Twentieth-Century Art,Twentieth Century,2005,No
Hubenthal,John,A Life in the Newspapers: The American Press and George Grosz,Virginia Commonwealth,H. Risatti,,,,Twentieth-Century Art,Twentieth Century,2005,No
Johnson,Sarah,Zen and Artists of the Eighth Street Club: Ibram Lassaw and Hasegawa Saburo,CUNY,A. Chave,,,,Twentieth-Century Art,Twentieth Century,2005,No
Kurchanova,Natasha,Against Utopia: Osip Brik and the Genesis of Productivism,CUNY,R. Long,,,,Twentieth-Century Art,Twentieth Century,2005,No
Kurczynski,Karen,"Beyond Expressionism: Asger Jorn and the European Avant-Garde, 1941–1961",IFA/NYU,R. Lubar,,,,Twentieth-Century Art,Twentieth Century,2005,No
Lange,Alexandra,"Tower Typewriter and Trademark: Architects, Designers, and the Corporate Utopia",IFA/NYU,J-L. Cohen,,,,Twentieth-Century Art,Twentieth Century,2005,No
Manchanda,Catharina,"Reconsidering the Object of Photography: German Artists, Curators and Critics in Light of ‘Documenta 5’",CUNY,R. Golan,,,,Twentieth-Century Art,Twentieth Century,2005,No
Marshall,Jennifer Jane,"The Stuff of Modern Life: Materiality and Thingness in the Museum of Modern Art's Machine Art Show, 1934",UCLA,M. Kwon,C. Whiting,,,Twentieth-Century Art,Twentieth Century,2005,No
Millett,Ann,Spectacular Spectacles: The Disabled Body on Display in Contemporary Art,UNC Chapel Hill,C. Mavor,,,,Twentieth-Century Art,Twentieth Century,2005,No
Newman,Sarah,Excavating New York: George Bellows's Landscapes of Modernity,UC Berkeley,M. Lovell,,,,Twentieth-Century Art,Twentieth Century,2005,No
Nugent,Jeanne Anne,"Family Album and Shadow Archive: Gerhard Richter's East, West, and All German Painting, 1949–1966",Pennsylvania,C. Poggi,,,,Twentieth-Century Art,Twentieth Century,2005,No
Ramirez,Yasmin,"Nuyorican Vanguards, Political Actions, Poetic Visions: A History of Puerto Rican Artists in New York, 1964–1984",CUNY,K. Manthorne,,,,Twentieth-Century Art,Twentieth Century,2005,No
Rau,Paula,"John Cage: Prints, Drawings and Watercolors, 1978–1992",Virginia Commonwealth,H. Risatti,,,,Twentieth-Century Art,Twentieth Century,2005,No
Richardson,Margaret,The Formation of K. G. Subramanyan's ‘Polymorphic Vision’ of Art in Twentieth-Century India,Virginia Commonwealth,H. Risatti,,,,Twentieth-Century Art,Twentieth Century,2005,No
Rogan,Clare,"Desiring Women: Constructing the Lesbian and Female Homoeroticism in German Art and Visual Culture, 1900–1933",Brown,K.D. Kriz,,,,Twentieth-Century Art,Twentieth Century,2005,No
Romba,Katherine,"Technik und Kultur: The German Architectural Discourse on Iron, 1890–1918",IFA/NYU,J-L. Cohen,,,,Twentieth-Century Art,Twentieth Century,2005,No
Schreyach,Michael,Towards Pragmatic Painting: Jackson Pollock's Reflexive Potential,UC Berkeley,W. Davis,,,,Twentieth-Century Art,Twentieth Century,2005,No
Serdari,Thomai,"Albert Mayer, Architect and City Planner: The Case for One Total Professional",IFA/NYU,J-L. Cohen,,,,Twentieth-Century Art,Twentieth Century,2005,No
Speer,George,Binding Frankenstein: Reclaiming the Self in the Visual Culture of the Machine Age,University of Washington,A. Miller,,,,Twentieth-Century Art,Twentieth Century,2005,No
Sudhalter,Adrian,"Johannes Baader and the Demise of Wilhelmine Culture: Architecture, Dada, and Social Critique, 1875–1920",IFA/NYU,R. Lubar,,,,Twentieth-Century Art,Twentieth Century,2005,No
Tezuka,Miwako,Jikken Kobo (Experimental Workshop): Avant-Garde Experiments in Japanese Art of the 1950s,Columbia,B. Buchloh,M. McCormick,,,Twentieth-Century Art,Twentieth Century,2005,No
Wilson,Siona,Filmic Mode: Feminist Art Practices and the Avant-Garde in North America and Britain during the 1970s,Columbia,B. Buchloh,C. Kiaer,,,Twentieth-Century Art,Twentieth Century,2005,No
Wolfe,Edith Angelica Gibson,"Melancholy Encounter: Lasar Segall and Brazilian Modernism, 1927–1933",UT Austin,J. Barnitz,,,,Twentieth-Century Art,Twentieth Century,2005,No
Zeidler,Sebastian,Defense of the Real: Carl Einstein's History and Theory of Art,Columbia,B. Buchloh,R. Krauss,,,Twentieth-Century Art,Twentieth Century,2005,No
Zullo,Douglas,Jiri Kolar in Exile: Ubeity and Identity in Two Views of Prague,Ohio State,M. Mudrak,,,,Twentieth-Century Art,Twentieth Century,2005,No
Anderson,Sean,"In-Visible Colonies: Modern Architecture and Its Representation in Colonial Eritrea, 1890–1941",UCLA,S. Nelson,M. Fuller,,,African Art (sub-Saharan),African,2006,No
Ciola,Ann M.,"Identity and Community Solidarity: Counter-Spectacle, Power and Resistance in the Mass Funeral of the 'Guguleteu Seven', March 15, 1986",Binghamton,K. Barzman,,,,African Art (sub-Saharan),African,2006,No
Clunis,Sarah A.,A Ready-Made Diaspora,Iowa,C. Roy,,,,African Art (sub-Saharan),African,2006,No
Onyile,Onyile Bassey,"Ekpu Oro: Spirits of the Living Dead as an Expression of Oron World View, 1894–1940",Binghamton,N. Nzegwu,,,,African Art (sub-Saharan),African,2006,No
Stringfellow,Gregory,"The Origin, Development, and Significance of the Female-Ancestor Masks among the Punu of Gabon",Yale,R. Thompson,,,,African Art (sub-Saharan),African,2006,No
Anderson,Sean,"In-Visible Colonies: Modern Architecture and Its Representation in Colonial Eritrea, 1890–1941",UCLA,S. Nelson,M. Fuller,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Avitts,Ellen,Live the Dream: The Rhetoric of the Furnished Model Home in Late 20th- and Early 21st-Century America,Delaware,B. Herman,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Coffman,Peter,Gothic Revival Architecture in Atlantic Canada,Queen's,P. du Prey,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Dow,Douglas,"Confraternal Piety and Corporate Patronage: A Reconstruction of the Art and Oratory of the Compagnia di San Giovanni Battista dello Scalzo, Florence",Penn State,B. Curran,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Grossman,Max Elijah,"Pro Honore Comunis Senensis et Pulchritudine Civitatis: Civic Architecture and Political Ideology in the Republic of Siena, 1270–1420",Columbia,S. Murray,M. Trachtenberg,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Hamilton,Jeffrey,Adapting the City to Meet Rural Desires: The English Urban Landscape as Surrogate Country House,Delaware,D. Stillman,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Hazard,Erin,Realized Day-Dreams': Excursions to Authors' Homes,Chicago,K. Taylor,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Lamprakos,Michele,"Conservation and Building Practice in a World Heritage City: The Case of Sana'a, Yemen",MIT,N. Rabbat,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Maxim,Juliana,"The New, the Old, the Modern: Architecture and Its Representation in Socialist Romania, 1955–70",MIT,S. Anderson,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Remmel,Rachel,"The Origins of the American School Building: Boston Public School Architecture, 1800–60",Chicago,K. Taylor,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Rogers,Karen L.,Checkerboard Grids: Principles and Practices of Spatial Order in the Americas and the Making of Place in New Mexico,Binghamton,C. Burroughs,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Sandler,Daniela,"Incarnate Politics: National Identity, History, and Architectural Heritage in Postwar Berlin",Rochester,A. Nader,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Surdu,Robert C. A.,Wholesome Architecture and the Rise of the Tourist State in Early-Twentieth Century Canada,Queen's,L. Jessup,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Tarandieva,Teodora,The Church of St. John Aleitourgetos in Mesembria: A Study of Its Constantinopolitan Origins,Indiana,W.E. Kleinbauer,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Urban,Florian,The Invention of the Historic City: Building the Past in East Berlin 1970–1990,MIT,M. Jarzombek,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Van Den Hurk,Jeroen,"Early Dutch Neo-Gothic Architecture, 1772–1840",Delaware,B. Herman,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Wortham,B.D.,Mythologies of an Everyday American Landscape: Henry Ford at the Wayside Inn,MIT,M. Jarzombek,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Yu,Shuishan,To Achieve the Unachievable: Beijing's Chang'an Avenue and Chinese Modernization during the PRC Era,University of Washington,M. Clausen,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Zitrides,Christine,"Housing and Urban Transformation of Carthage, 400–700 CE",UIUC,E. Hostetter,,,,Architectural History/Historic Preservation,Architectural History/Historic Preservation,2006,No
Bush,Olga,"Architecture, Poetic Texts and Textiles in the Alhambra",IFA/NYU,P. Soucek,,,,Art of the Middle East/North Africa,Art of the Middle East/North Africa,2006,No
Eimen,Alisa,Museum and Mosque: The Shifting Identities of Modern Iran,Minnesota,C. Asher,,,,Art of the Middle East/North Africa,Art of the Middle East/North Africa,2006,No
Lamprakos,Michele,"Conservation and Building Practice in a World Heritage City: The Case of Sana'a, Yemen",MIT,N. Rabbat,,,,Art of the Middle East/North Africa,Art of the Middle East/North Africa,2006,No
Masarwa,Yumna,From a Word of God to Archaeological Monuments: A Historical-Archaeological Study of the Umayyad Ribats of Palestine,Princeton,T. Leisten,,,,Art of the Middle East/North Africa,Art of the Middle East/North Africa,2006,No
Natif,Mika,Explaining Early Mughal Painting: The Anvar-i-Suhayli Manuscripts,IFA/NYU,P. Soucek,,,,Art of the Middle East/North Africa,Art of the Middle East/North Africa,2006,No
Schenk,Kära,Returning the Zion: The Narrative of the Dura-Europos Synagogue Frescoes,Johns Hopkins,H. Maguire,,,,Art of the Middle East/North Africa,Art of the Middle East/North Africa,2006,No
Berkowitz,Ellie Patricia,"Innovation through Appropriation as an Alternative to Separatism: The Use of Commercial Imagery by Chicano Artists, 1960–90",UT Austin,A. Malagamba,,,,Art of the United States,Art of the United States,2006,No
Boettcher,Graham,Domestic Violence: Familial and Political Conflict in the Work of Emanuel Leutze,Yale,A. Nemerov,,,,Art of the United States,Art of the United States,2006,No
Edwards,Katie Robinson,Raising and Lowering Brows: Jackson Pollock in the Cultural Context of 1940s America,UT Austin,R. Shiff,,,,Art of the United States,Art of the United States,2006,No
Egan,Shannon,"An American Art: Edward S. Curtis and The North American Indian, 1907–30",Johns Hopkins,B. Doherty,,,,Art of the United States,Art of the United States,2006,No
Fort,Megan Holloway,"Archibald and Alexander Robertson and The Colombian Academy of Painting, New York, 1791–41",CUNY,S. Webster,,,,Art of the United States,Art of the United States,2006,No
Gieskes,Mette,"Games, Systems, and Structuralist Politics in European and American Art, 1960–1975",UT Austin,R. Shiff,,,,Art of the United States,Art of the United States,2006,No
Gillespie,Sarah Kate,"Samuel F. B. Morse and the Daguerreotype: Art and Science in American Culture, 1835–1855",CUNY,K. Manthorne,,,,Art of the United States,Art of the United States,2006,No
Haertel,Nilza,Landscape and Nature in American Prints: Transformations in Form and Meaning in the Work of Contemporary Women Artists,Indiana,S. Burns,,,,Art of the United States,Art of the United States,2006,No
Jung,Eun Young,The Legacies of Marcel Duchamp and Vladimir Tatlin in Dan Flavin's Fluorescent Light Installation in the 1960s,UIUC,J. Fineberg,,,,Art of the United States,Art of the United States,2006,No
Kilbane,Nora C,"A Tug from the Jug: Drinking and Temperance in American Genre Painting, 1830–60",Ohio State,B. Groseclose,,,,Art of the United States,Art of the United States,2006,No
Koh,Dong-Yeon,Larry Rivers and Frank O'Hara: Reframing Male Sexualities,CUNY,A. Chave,,,,Art of the United States,Art of the United States,2006,No
Korenic,Lynette,"The Decorative Fire of Susan S. Frackelton: China Painting, Art Pottery, and Book Illumination",UC Santa Barbara,E.B. Robertson,,,,Art of the United States,Art of the United States,2006,No
Kresser,Katie,"Art as History, History as Art: John La Farge and the Problem of Representation, 1859–1910",Harvard,J. Roberts,,,,Art of the United States,Art of the United States,2006,No
Kusserow,Karl,Picturing Power: Portraiture and Its Uses in the New York Chamber of Commerce,Yale,A. Nemerov,,,,Art of the United States,Art of the United States,2006,No
Lawrence,James Alexander,"Abdication in an Artistic Democracy: Meaning in the Work of Barnett Newman and Donald Judd, 1950–70 (and thereafter)",UT Austin,R. Shiff,,,,Art of the United States,Art of the United States,2006,No
Lessing,Lauren K.,Presiding Divinities: American Ideal Sculpture in Nineteenth-Century Domestic Interiors,Indiana,S. Burns,,,,Art of the United States,Art of the United States,2006,No
Levine,Cary,"Pay for Your Pleasures: Mike Kelley, Raymond Pettibon, Paul McCarthy",CUNY,R. Golan,,,,Art of the United States,Art of the United States,2006,No
Marie,Annika,"The Most Radical Act: Working toward a Materialist Aesthetic in Theodor Adorno, Harold Rosenberg, Barnett Newman and Ad Reinhardt",UT Austin,R. Shiff,A. Reynolds,,,Art of the United States,Art of the United States,2006,No
Mauro,Hayes Pete,Made in the U.S.A.: Americanizing Aesthetics at Carlisle,CUNY,K. Manthorne,,,,Art of the United States,Art of the United States,2006,No
Older,Caroline,"American Artists' Frames: Paintings, Environments, and Viewers 1860–1920",UC Santa Barbara,E.B. Robertson,,,,Art of the United States,Art of the United States,2006,No
Peabody,Rebecca,A Strategic Cut: Kara Walker's Art and Imagined Race in American Visual Culture,Yale,R. Thompson,H. Carby,,,Art of the United States,Art of the United States,2006,No
Peariso,Craig,Re/Citing: Radical Activism in Late-1960s America,Stony Brook,J. Katz,J. Rubin,,,Art of the United States,Art of the United States,2006,No
Perchuk,Andrew,"Mapping the Surface: Art and Modernism in Los Angeles, 1962–72",Yale,C. Wood,,,,Art of the United States,Art of the United States,2006,No
Reece-Hughes,Shirley,"Through the Eyes of an Expressionist: Southern Culture, Places, and Memories in the Art of David Bates",Kansas,C. Eldredge,,,,Art of the United States,Art of the United States,2006,No
Remmel,Rachel,"The Origins of the American School Building: Boston Public School Architecture, 1800–60",Chicago,K. Taylor,,,,Art of the United States,Art of the United States,2006,No
Rogers,Karen L.,Checkerboard Grids: Principles and Practices of Spatial Order in the Americas and the Making of Place in New Mexico,Binghamton,C. Burroughs,,,,Art of the United States,Art of the United States,2006,No
Savoie,Robert,Profile in Commercialism: Social Mobility in the Art of Benjamin West,Stanford,B. Wolf,,,,Art of the United States,Art of the United States,2006,No
Sinnett,Gretchen,Envisioning Female Adolescence: Rites of Passage in Late Nineteenth- and Early Twentieth-Century American Painting,Pennsylvania,E. Johns,,,,Art of the United States,Art of the United States,2006,No
Towns,Elizabeth,Wondrous Creatures: The Hummingbird and Orchid Paintings of Martin Johnson Heade,UNC Chapel Hill,C. Mavor,,,,Art of the United States,Art of the United States,2006,No
Twa,Lindsay,Troubling Island: The Imagining and Imaging of Haiti by African-American Artists,UNC Chapel Hill,M. Harris,,,,Art of the United States,Art of the United States,2006,No
Zygmont,Bryan,"Portraiture and Politics in New York, 1790–1825: Stuart, Vanderlyn, Trumbull, and Jarvis",Maryland,S. Promey,,,,Art of the United States,Art of the United States,2006,No
Beckman,Joy,"Layers of Being: Bodies, Objects, and Spaces in Warring States Burials",Chicago,Wu H.,,,,Chinese Art,Chinese Art,2006,No
Feng,Jiren,"Imperial Northern Song Architecture: Treatises, Buildings, Literature and Art",Brown,M. Bickford,,,,Chinese Art,Chinese Art,2006,No
Kindall,Elizabeth,The Pilgrimage Paintings of Huang Xiangjian (1609–73) in the Ming-Qing Transition,Kansas,S. Fowler,,,,Chinese Art,Chinese Art,2006,No
Koon,Yeewan,Literati Iconoclasm: Violence and Estrangement in the Art of Su Renshan (1814–ca. 1850),IFA/NYU,J. Hay,,,,Chinese Art,Chinese Art,2006,No
Lau Chak,Kwong,"Ding Jing (1695–65): Art, Hangzhou, and the Foundation of the Xiling Identity",UC Santa Barbara,P. Sturman,,,,Chinese Art,Chinese Art,2006,No
Liang,Samuel Y.,"Ephemeral Households, Splintered City: Mapping Leisure in the Sojourners' Shanghai, 1870–1900",Binghamton,T. McDonough,,,,Chinese Art,Chinese Art,2006,No
Lin,Wei-Cheng,"Building a Sacred Mountain: Buddhist Monastic Architecture in Mt. Wutai during the Tang Dynast, 618–907 C.E.",Chicago,Wu H.,,,,Chinese Art,Chinese Art,2006,No
Shin,Seojeong,"Illustrations of Taiping Prefecture (1648): A Printed Album of Landscapes by the Seventeenth-Century Literati Artist, Xiao Yuncong (1596–1673)",Maryland,J. Kuo,,,,Chinese Art,Chinese Art,2006,No
Butler-Palmer,Carolyn,"I Won't Play Primitive to Your Modern: The Art of David Neel (Kwagiutl), 1985–2000",Pittsburgh,K. Savage,T. Smith,,,Contemporary Art,Contemporary Art,2006,No
Dawsey,Jill,"The Uses of Sidewalks: Women, Art, and Urban Space, 1966–1980",Stanford,P. Lee,,,,Contemporary Art,Contemporary Art,2006,No
Haertel,Nilza,Landscape and Nature in American Prints: Transformations in Form and Meaning in the Work of Contemporary Women Artists,Indiana,S. Burns,,,,Contemporary Art,Contemporary Art,2006,No
Jung,Eun Young,The Legacies of Marcel Duchamp and Vladimir Tatlin in Dan Flavin's Fluorescent Light Installation in the 1960s,UIUC,J. Fineberg,,,,Contemporary Art,Contemporary Art,2006,No
Levine,Cary,"Pay for Your Pleasures: Mike Kelley, Raymond Pettibon, Paul McCarthy",CUNY,R. Golan,,,,Contemporary Art,Contemporary Art,2006,No
McClure,Michael Jay,"Medium's Collapse: Andy Warhol, Robert Gober, Matthew Barney and the Contemporary Object of Art",Bryn Mawr,L. Saltzman,,,,Contemporary Art,Contemporary Art,2006,No
Murray,Soraya,New Media Anxiety: Art History and the Problem of Modern Technology,Cornell,S. Hassan,,,,Contemporary Art,Contemporary Art,2006,No
Robertson,Kirsty,"This Is What Democracy Looks Like: Visual Culture and Protest in Canada, 1988–2003",Queen's,L. Jessup,,,,Contemporary Art,Contemporary Art,2006,No
Saleeby-Mulligan,Deborah,Painting the Irish Conflict: The Belfast Murals of Gerard Mo Kelly,CUNY,K. Manthorne,,,,Contemporary Art,Contemporary Art,2006,No
Thompson,Jeffrey,From Minimalism to Magazines: Toward a Meta-Medium Practice in Mel Bochner and Robert Smithson's 'The Domain of the Great Bear',Emory,J. Meyer,,,,Contemporary Art,Contemporary Art,2006,No
Wang,Shipu,Becoming American? Asian Identity Negotiated through the Art of Yasuo Kuniyoshi,UC Santa Barbara,L. Monahan,,,,Contemporary Art,Contemporary Art,2006,No
Weintraub,Max,'Suite Substitute': The Nature of Representation in the Art of Bruce Nauman,Bryn Mawr,L. Saltzman,,,,Contemporary Art,Contemporary Art,2006,No
Wilkerson,Margaret,'Making God': Incarnation and Somatic Piety in the Art of Kiki Smith,Maryland,J. Withers,,,,Contemporary Art,Contemporary Art,2006,No
Williams,Gregory H.,"Laughter and Cultural Pessimism: The Joke in West German Art, 1974–1989",CUNY,R. Golan,,,,Contemporary Art,Contemporary Art,2006,No
Wolfskill,Phoebe,"Constituting the Elusive City: Documentation and Fantasy in the Work of Archibald Motley, Jr. and Reginald Marsh",UIUC,J. Fineberg,,,,Contemporary Art,Contemporary Art,2006,No
Woo,Jung-Ah,Longing for Nothing: On Kawara and Yoko Ono,UCLA,M. Kwon,,,,Contemporary Art,Contemporary Art,2006,No
Bagg,Shannon K.,"Artists, Art Historians, and the Value of Contemporary Inuit Art",Queen's,L. Jessup,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Carlson,Elizabeth,City of Mirrors: Spectacle and Surveillance in 19th Century Paris,Minnesota,J. Blocker,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Curzon,Lucy,Replacing Modernism: Visual Culture and National Identity in Britain 1930–1960,Rochester,P. Duro,J. Saab,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Dinkar,Niharika,Colonial Shadows: Indian Nationalism and the Negotiation of Enlightenment Vision,Stony Brook,N. Mirzoeff,S. Goodarzi,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Haertel,Nilza,Landscape and Nature in American Prints: Transformations in Form and Meaning in the Work of Contemporary Women Artists,Indiana,S. Burns,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Humphrey,Dan,Subjective Others/Foreign Selves: Queer American Spectatorship and Swedish 'Art' Cinema,Rochester,D. Crimp,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Koh,Dong-Yeon,Larry Rivers and Frank O'Hara: Reframing Male Sexualities,CUNY,A. Chave,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Martin,Meredith,"Dairy Queens: Sexuality, Space, and Subjectivity in Pleasure Dairies from Catherine de' Medici to Marie-Antoinette",Harvard,E. Lajer-Burcharth,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Robertson,Kirsty,"This Is What Democracy Looks Like: Visual Culture and Protest in Canada, 1988–2003",Queen's,L. Jessup,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Royal,Suzanne,Graphic Art in Weimar Berlin: The Case of Jeanne Mammen,USC,K. Lang,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Sandler,Daniela,"Incarnate Politics: National Identity, History, and Architectural Heritage in Postwar Berlin",Rochester,A. Nader,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Smith,T’Ai,Weaving Work at the Bauhaus: The Gender and Engendering of a Medium,Rochester,D. Crimp,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Swenson,Kirsten,Eva Hesse: From Woman as Machine to Mechanical Reproduction,Stony Brook,J. Katz,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Williams,Michael,"Beyond Death: Perversity, Relationality, Virtuality",Rochester,T. DiPiero,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Zuromskis,Catherine,"Private Images, Public Contexts: Snapshot Photography in the Public Sphere",Rochester,D. Crimp,,,,Critical Theory/Gender Studies/Visual Studies,Critical Theory/Gender Studies/Visual Studies,2006,No
Atkins,Jacqueline,"Wearing Propaganda: Civilian Textiles on the Japanese Home Front, 1931–1945, with Reference to Britain and the United States",Bard Graduate Center,K. Ames,P. Kirkham,,,Decorative Arts/Textiles/Design History,Decorative Arts/Textiles/Design History,2006,No
Bruhn,Heather McCune,"Late Gothic Architectural Monstrances in the Rhineland, c. 1380–1480: Objects in Context",Penn State,E. Smith,,,,Decorative Arts/Textiles/Design History,Decorative Arts/Textiles/Design History,2006,No
Mathias,Catherine A.,Textiles in Seventeenth-Century Colonial Portraiture,Queen's,A. Murray,V. Manuth,,,Decorative Arts/Textiles/Design History,Decorative Arts/Textiles/Design History,2006,No
Myzelev,Alla,"Art, Craft, Commodity: Peasant Craft Revival in Russia and England, 1880–1914",Queen's,J. Helland,,,,Decorative Arts/Textiles/Design History,Decorative Arts/Textiles/Design History,2006,No
Ohad Smith,Daniella,"Hotel Design in Zionist Palestine: Modernism, Tourism, and Nationalism, 1917–1948",Bard Graduate Center,A. Ogata,,,,Decorative Arts/Textiles/Design History,Decorative Arts/Textiles/Design History,2006,No
Crockett,Tobey,The 'Camera' as Camera: New Subjectivities in 3D Virtual Worlds,UC Irvine,A. Lippit,,,,Digital Media/Animation,Digital Media/Animation,2006,No
Gordon,Sarah,"Sanctioning the Nude: Production and Reception of Edward Muybridge's Animal Locomotion, 1887",Northwestern,S.H. Clayson,,,,Digital Media/Animation,Digital Media/Animation,2006,No
